Hash: 78AB02DD, Key: FrozenSuffix004, Value:  Frostburn
Hash: 937D71CC, Key: KnightGenericPrefix084, Value: Lord Decillus
Hash: 937D71CD, Key: KnightGenericPrefix085, Value: Captain Decillus
Hash: 937D71CE, Key: KnightGenericPrefix086, Value: Lieutenant Decillus
Hash: F6441EA5, Key: CultistGenericMalePrefix021, Value: Dhagob
Hash: 292305DA, Key: BanditGenericFemalePrefix021, Value: Tothe
Hash: 025DB345, Key: ChillingWindSuffix013, Value:  Chillsbreath
Hash: 78AB02E0, Key: FrozenSuffix007, Value:  Rimewalker
Hash: 78AB02E1, Key: FrozenSuffix008, Value:  Rimeclaw
Hash: 6D11129C, Key: PlaguebearerSuffix008, Value:  Pusmaw
Hash: 33E14B1C, Key: S01_Malignant_WrathfulSingleAffixElitePrefix001, Value: Wrathful
Hash: 33E14B1D, Key: S01_Malignant_WrathfulSingleAffixElitePrefix002, Value: Wrathful
Hash: 33E14B1E, Key: S01_Malignant_WrathfulSingleAffixElitePrefix003, Value: Wrathful
Hash: 93E0E4B1, Key: S01_Malignant_ViciousSingleAffixElitePrefix001, Value: Vicious
Hash: 93E0E4B2, Key: S01_Malignant_ViciousSingleAffixElitePrefix002, Value: Vicious
Hash: 93E0E4B3, Key: S01_Malignant_ViciousSingleAffixElitePrefix003, Value: Vicious
Hash: A68564CE, Key: S01_Malignant_DeviousSingleAffixElitePrefix001, Value: Devious
Hash: A68564CF, Key: S01_Malignant_DeviousSingleAffixElitePrefix002, Value: Devious
Hash: A68564D0, Key: S01_Malignant_DeviousSingleAffixElitePrefix003, Value: Devious
Hash: B9395979, Key: S01_Malignant_BrutalSingleAffixElitePrefix001, Value: Brutal
Hash: B939597A, Key: S01_Malignant_BrutalSingleAffixElitePrefix002, Value: Brutal
Hash: B939597B, Key: S01_Malignant_BrutalSingleAffixElitePrefix003, Value: Brutal
Hash: DF734C45, Key: BloodSeekerBarbPrefix001, Value: Faath
Hash: DF734C46, Key: BloodSeekerBarbPrefix002, Value: Boszur
Hash: DF734C47, Key: BloodSeekerBarbPrefix003, Value: Ghaalu
Hash: DF734C48, Key: BloodSeekerBarbPrefix004, Value: Ranthr
Hash: DF734C49, Key: BloodSeekerBarbPrefix005, Value: Buuna
Hash: DF734C4A, Key: BloodSeekerBarbPrefix006, Value: Isandr
Hash: DF734C4B, Key: BloodSeekerBarbPrefix007, Value: Enata
Hash: DF734C4C, Key: BloodSeekerBarbPrefix008, Value: Valapa
Hash: DF734C4D, Key: BloodSeekerBarbPrefix009, Value: Kalgr
Hash: DF734C65, Key: BloodSeekerBarbPrefix010, Value: Shuulta
Hash: 4EA85AAC, Key: BloodSeekerBarbSuffix001, Value:  of Oxen Tribe
Hash: 4EA85AAD, Key: BloodSeekerBarbSuffix002, Value:  of Crane Tribe
Hash: 4EA85AAE, Key: BloodSeekerBarbSuffix003, Value:  of Bear Tribe
Hash: 4EA85AAF, Key: BloodSeekerBarbSuffix004, Value:  of Owl Tribe
Hash: 4EA85AB0, Key: BloodSeekerBarbSuffix005, Value:  of Snake Tribe
Hash: 4BCDCC99, Key: BloodSeekerDruPrefix001, Value: Durusk
Hash: 4BCDCC9A, Key: BloodSeekerDruPrefix002, Value: Olfa
Hash: 4BCDCC9B, Key: BloodSeekerDruPrefix003, Value: Zaigra
Hash: 4BCDCC9C, Key: BloodSeekerDruPrefix004, Value: Olashi
Hash: 4BCDCC9D, Key: BloodSeekerDruPrefix005, Value: Tsurtha
Hash: 4BCDCC9E, Key: BloodSeekerDruPrefix006, Value: Haorun
Hash: 4BCDCC9F, Key: BloodSeekerDruPrefix007, Value: Din'targ
Hash: 4BCDCCA0, Key: BloodSeekerDruPrefix008, Value: Uthfal
Hash: 4BCDCCA1, Key: BloodSeekerDruPrefix009, Value: Uradaine
Hash: 4BCDCCB9, Key: BloodSeekerDruPrefix010, Value: Furthym
Hash: BB02DB00, Key: BloodSeekerDruSuffix001, Value:  of Tirmair
Hash: BB02DB01, Key: BloodSeekerDruSuffix002, Value:  of Marowen
Hash: BB02DB02, Key: BloodSeekerDruSuffix003, Value:  of Cerrigar
Hash: BB02DB03, Key: BloodSeekerDruSuffix004, Value:  of Corbach
Hash: BB02DB04, Key: BloodSeekerDruSuffix005, Value:  of Braestaig
Hash: 3072D856, Key: BloodSeekerRogPrefix001, Value: Inuban
Hash: 3072D857, Key: BloodSeekerRogPrefix002, Value: Watiran
Hash: 3072D858, Key: BloodSeekerRogPrefix003, Value: Vaen
Hash: 3072D859, Key: BloodSeekerRogPrefix004, Value: Djall
Hash: 3072D85A, Key: BloodSeekerRogPrefix005, Value: Ritha
Hash: 3072D85B, Key: BloodSeekerRogPrefix006, Value: Voga
Hash: 3072D85C, Key: BloodSeekerRogPrefix007, Value: Orrik
Hash: 3072D85D, Key: BloodSeekerRogPrefix008, Value: Azaat
Hash: 3072D85E, Key: BloodSeekerRogPrefix009, Value: Thash
Hash: 3072D876, Key: BloodSeekerRogPrefix010, Value: Remori
Hash: 9FA7E6BD, Key: BloodSeekerRogSuffix001, Value:  of Backwater
Hash: 9FA7E6BE, Key: BloodSeekerRogSuffix002, Value:  of Gea Kul
Hash: 9FA7E6BF, Key: BloodSeekerRogSuffix003, Value:  of Ashwold
Hash: 9FA7E6C0, Key: BloodSeekerRogSuffix004, Value:  of Kingsport
Hash: 9FA7E6C1, Key: BloodSeekerRogSuffix005, Value:  of Skovos
Hash: D61C9A45, Key: BloodSeekerSorcPrefix001, Value: Unaeus
Hash: D61C9A46, Key: BloodSeekerSorcPrefix002, Value: Nathama
Hash: D61C9A47, Key: BloodSeekerSorcPrefix003, Value: Jerinith
Hash: D61C9A48, Key: BloodSeekerSorcPrefix004, Value: Grimani
Hash: D61C9A49, Key: BloodSeekerSorcPrefix005, Value: Du'tham
Hash: D61C9A4A, Key: BloodSeekerSorcPrefix006, Value: Cartham
Hash: D61C9A4B, Key: BloodSeekerSorcPrefix007, Value: Sundrin
Hash: D61C9A4C, Key: BloodSeekerSorcPrefix008, Value: Elijati
Hash: D61C9A4D, Key: BloodSeekerSorcPrefix009, Value: Nempa
Hash: D61C9A65, Key: BloodSeekerSorcPrefix010, Value: Gendyth
Hash: 4551A8AC, Key: BloodSeekerSorcSuffix001, Value:  of the Vizjerei
Hash: 4551A8AD, Key: BloodSeekerSorcSuffix002, Value:  of the Ennead
Hash: 4551A8AE, Key: BloodSeekerSorcSuffix003, Value:  of the Ammuit
Hash: 4551A8AF, Key: BloodSeekerSorcSuffix004, Value:  of the Taan
Hash: 4551A8B0, Key: BloodSeekerSorcSuffix005, Value:  of the Zann Esu
Hash: 26DC09C4, Key: BloodSeekerNecPrefix001, Value: Mazakh
Hash: 26DC09C5, Key: BloodSeekerNecPrefix002, Value: Arthash
Hash: 26DC09C6, Key: BloodSeekerNecPrefix003, Value: Lythar
Hash: 26DC09C7, Key: BloodSeekerNecPrefix004, Value: Enjaan
Hash: 26DC09C8, Key: BloodSeekerNecPrefix005, Value: Orvath
Hash: 26DC09C9, Key: BloodSeekerNecPrefix006, Value: Drigga
Hash: 26DC09CA, Key: BloodSeekerNecPrefix007, Value: Bathat
Hash: 26DC09CB, Key: BloodSeekerNecPrefix008, Value: Xestria
Hash: 26DC09CC, Key: BloodSeekerNecPrefix009, Value: Nuur
Hash: 26DC09E4, Key: BloodSeekerNecPrefix010, Value: Phydian
Hash: 9611182B, Key: BloodSeekerNecSuffix001, Value:  of Aranoch
Hash: 9611182C, Key: BloodSeekerNecSuffix002, Value:  of Khanduras
Hash: 9611182D, Key: BloodSeekerNecSuffix003, Value:  of Yelesna
Hash: 9611182E, Key: BloodSeekerNecSuffix004, Value:  of Kurast
Hash: 9611182F, Key: BloodSeekerNecSuffix005, Value:  of Hawezar
Hash: F9750780, Key: S01_Malignant_BrutalSingleAffixElitePrefix003_NoSeason, Value: Brutal
Hash: 67FFA275, Key: S01_Malignant_DeviousSingleAffixElitePrefix003_NoSeason, Value: Devious
Hash: 5F18B1B8, Key: S01_Malignant_ViciousSingleAffixElitePrefix003_NoSeason, Value: Vicious
Hash: E5568083, Key: S01_Malignant_WrathfulSingleAffixElitePrefix003_NoSeason, Value: Wrathful
Hash: 9888D756, Key: S03_ConstructGenericPrefix001, Value: Child
Hash: 9888D757, Key: S03_ConstructGenericPrefix002, Value: Guardian
Hash: 9888D758, Key: S03_ConstructGenericPrefix003, Value: Regent
Hash: 9888D759, Key: S03_ConstructGenericPrefix004, Value: Duke
Hash: 9888D75A, Key: S03_ConstructGenericPrefix005, Value: Armiger
Hash: 9888D75B, Key: S03_ConstructGenericPrefix006, Value: The Copper
Hash: 9888D75C, Key: S03_ConstructGenericPrefix007, Value: Squire
Hash: 9888D75D, Key: S03_ConstructGenericPrefix008, Value: Knight
Hash: 9888D75E, Key: S03_ConstructGenericPrefix009, Value: Master
Hash: 01D89199, Key: ElectricLanceSuffix006, Value:  of the Star
Hash: 1F93B96D, Key: LightningTotemsSuffix008, Value:  of the Spindle
Hash: D6DCE6F3, Key: TeleporterSuffix008, Value:  of the Gate
Hash: 9EE19B48, Key: FireOrbsSuffix007, Value:  of the Cinder
Hash: 00FEB202, Key: MortarSuffix008, Value:  of the Pestle
Hash: 78AB02E2, Key: FrozenSuffix009, Value:  of the Ice
Hash: 025DB346, Key: ChillingWindSuffix014, Value:  of the Flue
Hash: EC33C993, Key: VortexSuffix006, Value:  of the Vortex
Hash: D5E385B3, Key: WallerSuffix007, Value:  of the Gaol
Hash: 081AE019, Key: VampiricEnrageSuffix007, Value:  of the Needle
Hash: 232C274F, Key: SuppressorSuffix004, Value:  of the Shield
Hash: 47E870B8, Key: ChaosSuffix005, Value:  of the Hunt
Hash: 184A9D40, Key: SummonerSuffix005, Value:  of the Bugle
Hash: 9038F978, Key: TetherSuffix007, Value:  of the Hook
Hash: 6D11129D, Key: PlaguebearerSuffix009, Value:  of the Retort
Hash: 91F6D8FB, Key: FireEnchantedSuffix006, Value:  of the Athanor
Hash: A67A5B98, Key: ColdEnchantedSuffix007, Value:  of the Frost
Hash: 3D196749, Key: PoisonEnchantedSuffix011, Value:  of the Alembic
Hash: 0EFBDAD0, Key: MultishotSuffix011, Value:  of the Onager
Hash: E9B02954, Key: LightningEnchantedSuffix010, Value:  of the Spark
Hash: 12E70A3D, Key: ShadowEnchantedSuffix008, Value:  of the Sconce
Hash: 46DC1999, Key: S04_DemonSuccubusMinibossPrefix001, Value: Kylay
Hash: EBC9F6C1, Key: HellSeekerBarbSuffix001, Value:  of Oxen Tribe
Hash: EBC9F6C2, Key: HellSeekerBarbSuffix002, Value:  of Crane Tribe
Hash: EBC9F6C3, Key: HellSeekerBarbSuffix003, Value:  of Bear Tribe
Hash: EBC9F6C4, Key: HellSeekerBarbSuffix004, Value:  of Owl Tribe
Hash: EBC9F6C5, Key: HellSeekerBarbSuffix005, Value:  of Snake Tribe
Hash: 43A6C875, Key: HellSeekerDruSuffix001, Value:  of Tirmair
Hash: 43A6C876, Key: HellSeekerDruSuffix002, Value:  of Marowen
Hash: 43A6C877, Key: HellSeekerDruSuffix003, Value:  of Cerrigar
Hash: 43A6C878, Key: HellSeekerDruSuffix004, Value:  of Corbach
Hash: 43A6C879, Key: HellSeekerDruSuffix005, Value:  of Braestaig
Hash: 1EB505A0, Key: HellSeekerNecSuffix001, Value:  of Aranoch
Hash: 1EB505A1, Key: HellSeekerNecSuffix002, Value:  of Khanduras
Hash: 1EB505A2, Key: HellSeekerNecSuffix003, Value:  of Yelesna
Hash: 1EB505A3, Key: HellSeekerNecSuffix004, Value:  of Kurast
Hash: 1EB505A4, Key: HellSeekerNecSuffix005, Value:  of Hawezar
Hash: 284BD432, Key: HellSeekerRogSuffix001, Value:  of Backwater
Hash: 284BD433, Key: HellSeekerRogSuffix002, Value:  of Gea Kul
Hash: 284BD434, Key: HellSeekerRogSuffix003, Value:  of Ashwold
Hash: 284BD435, Key: HellSeekerRogSuffix004, Value:  of Kingsport
Hash: 284BD436, Key: HellSeekerRogSuffix005, Value:  of Skovos
Hash: E27344C1, Key: HellSeekerSorcSuffix001, Value:  of the Vizjerei
Hash: E27344C2, Key: HellSeekerSorcSuffix002, Value:  of the Ennead
Hash: E27344C3, Key: HellSeekerSorcSuffix003, Value:  of the Ammuit
Hash: E27344C4, Key: HellSeekerSorcSuffix004, Value:  of the Taan
Hash: E27344C5, Key: HellSeekerSorcSuffix005, Value:  of the Zann Esu
Hash: 7C94E85A, Key: HellSeekerBarbPrefix001, Value: Heinrok
Hash: 7C94E85B, Key: HellSeekerBarbPrefix002, Value: Ulynax
Hash: 7C94E85C, Key: HellSeekerBarbPrefix003, Value: Ghago
Hash: 7C94E85D, Key: HellSeekerBarbPrefix004, Value: Irein
Hash: 7C94E85E, Key: HellSeekerBarbPrefix005, Value: Fiksch
Hash: 7C94E85F, Key: HellSeekerBarbPrefix006, Value: Effe
Hash: D471BA0E, Key: HellSeekerDruPrefix001, Value: Falk
Hash: D471BA0F, Key: HellSeekerDruPrefix002, Value: Zaign
Hash: D471BA10, Key: HellSeekerDruPrefix003, Value: Okrish
Hash: D471BA11, Key: HellSeekerDruPrefix004, Value: Tsuix
Hash: D471BA12, Key: HellSeekerDruPrefix005, Value: Zatrig
Hash: D471BA13, Key: HellSeekerDruPrefix006, Value: Tsnar’r
Hash: AF7FF739, Key: HellSeekerNecPrefix001, Value: Marzika
Hash: AF7FF73A, Key: HellSeekerNecPrefix002, Value: Arashn
Hash: AF7FF73B, Key: HellSeekerNecPrefix003, Value: Lienaj
Hash: AF7FF73C, Key: HellSeekerNecPrefix004, Value: Vriggi
Hash: AF7FF73D, Key: HellSeekerNecPrefix005, Value: Molod
Hash: AF7FF73E, Key: HellSeekerNecPrefix006, Value: Oinak
Hash: B916C5CB, Key: HellSeekerRogPrefix001, Value: Volgok
Hash: B916C5CC, Key: HellSeekerRogPrefix002, Value: Incuir
Hash: B916C5CD, Key: HellSeekerRogPrefix003, Value: Waritia
Hash: B916C5CE, Key: HellSeekerRogPrefix004, Value: Aznab
Hash: B916C5CF, Key: HellSeekerRogPrefix005, Value: Ele’kri
Hash: 733E365A, Key: HellSeekerSorcPrefix001, Value: Zephor
Hash: 733E365B, Key: HellSeekerSorcPrefix002, Value: Nathox
Hash: 733E365C, Key: HellSeekerSorcPrefix003, Value: Genyid
Hash: 733E365D, Key: HellSeekerSorcPrefix004, Value: Suim
Hash: 733E365E, Key: HellSeekerSorcPrefix005, Value: Oardac
Hash: 733E365F, Key: HellSeekerSorcPrefix006, Value: Porreix
Hash: 46DC199A, Key: S04_DemonSuccubusMinibossPrefix002, Value: Dhire
Hash: 46DC199B, Key: S04_DemonSuccubusMinibossPrefix003, Value: Exsari
Hash: 46DC199C, Key: S04_DemonSuccubusMinibossPrefix004, Value: Vyola
Hash: 46DC199D, Key: S04_DemonSuccubusMinibossPrefix005, Value: Anidia
Hash: 46DC199E, Key: S04_DemonSuccubusMinibossPrefix006, Value: Sathia
Hash: 46DC199F, Key: S04_DemonSuccubusMinibossPrefix007, Value: Vellei
Hash: B6112800, Key: S04_DemonSuccubusMinibossSuffix001, Value: 
